SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr030552,True,13939.5,19635.7,36208.5,514.8,45.7,118.7,16202.1,86374.6,16.5,3379.1,41.0,116.5,623.6,31167.4,34.5,69.9,21.0,52.9,9.8,0.3,882.4,20.3,63.8,130.9,17.8,29.0,184.5,2048.0,663.3,33.1,0.7,9.2,16.2,0.2,0.5,0.2,34.4,31.4,0.1,22.1
icr030571,True,11855.4,19608.9,37472.0,409.5,45.7,135.4,15639.7,90563.0,13.3,3299.2,38.0,122.4,628.0,30323.8,32.0,66.9,20.7,49.3,9.7,0.3,885.6,10.4,60.3,130.6,17.0,24.7,232.4,2170.6,604.3,31.0,0.7,9.7,15.3,0.2,0.4,0.2,30.7,28.2,0.1,17.7
icr030572,True,11585.5,18876.1,35989.0,526.8,52.8,87.6,14650.7,91548.6,22.5,3339.1,41.2,124.6,603.5,29965.8,21.9,65.5,20.2,48.2,9.8,0.3,886.3,14.1,61.0,149.2,18.1,37.9,184.5,2050.7,614.7,31.4,0.7,10.6,14.5,0.2,0.5,0.2,35.5,29.1,0.1,20.6
icr033351,True,14342.0,29901.6,38137.5,50.6,179.5,293.5,16716.4,27977.8,4.4,4131.0,39.3,37.8,683.0,28598.1,0.7,28.1,16.6,35.6,11.2,0.3,881.1,0.2,52.1,479.3,15.1,24.7,184.5,2501.3,1027.1,71.8,0.7,13.0,17.9,0.2,2.8,0.4,4.9,9.9,0.1,19.6
icr033352,True,15909.4,25354.0,45691.9,50.6,1194.4,187.9,18901.4,31764.1,4.4,4541.1,4.3,70.4,873.0,32304.5,92.6,26.6,19.8,39.6,13.6,0.3,881.7,0.2,55.5,506.2,22.1,24.7,184.5,6935.6,634.7,4.6,0.7,6.6,22.7,0.4,0.9,0.3,5.7,13.0,0.1,15.7
icr033371,True,14903.3,21040.0,43943.8,164.4,45.7,159.3,22734.2,24043.1,4.4,4198.0,1.8,59.5,881.8,29302.4,80.4,20.7,18.3,37.7,12.3,0.3,885.0,0.2,62.6,308.1,19.4,24.7,184.5,6967.0,635.8,4.4,0.7,7.9,21.9,0.8,1.4,0.9,4.2,12.7,0.1,14.5
icr033372,True,16508.0,24675.4,45820.4,50.6,133.9,1926.3,21912.2,25338.5,4.4,3949.4,2.1,59.2,845.3,29965.8,79.6,21.7,18.3,35.9,12.5,0.3,881.7,0.9,63.2,309.1,16.5,24.7,184.5,6873.4,643.0,1.7,0.7,9.9,22.0,0.3,1.5,0.4,5.9,13.0,0.1,14.2
icr033389,True,17466.9,22936.0,40674.5,340.2,45.7,131.9,21748.6,35544.6,4.4,3732.9,2.5,50.3,742.3,24891.3,64.3,17.5,15.8,31.7,11.3,0.3,882.4,0.2,51.6,351.2,18.5,24.7,184.5,6335.8,471.1,3.4,0.7,4.6,26.2,0.3,1.2,0.3,5.7,7.1,0.1,8.7
icr033390,True,16334.3,18650.8,44751.5,353.6,45.7,633.2,23489.4,37212.0,4.4,3965.1,3.5,57.3,729.9,27331.7,69.5,19.3,17.7,34.6,12.4,0.3,883.0,0.2,58.5,387.6,19.6,24.7,184.5,6930.8,530.6,1.7,0.7,4.3,28.0,0.4,1.3,0.4,6.7,10.3,0.1,10.6
icr033392,True,18096.9,5575.0,35458.1,500.4,45.7,206.8,21790.4,28682.1,4.4,3430.6,1.2,22.4,827.8,28722.8,67.2,3.2,6.7,60.1,12.1,0.3,879.1,0.2,60.6,256.2,29.8,46.7,184.5,6369.2,732.6,24.8,0.7,4.5,6.0,1.7,3.6,0.3,4.8,9.2,0.2,16.9
icr033393,True,17471.1,5575.0,45870.8,554.1,45.7,114.3,26056.4,61589.2,4.4,3788.7,1.2,39.3,1047.8,37218.3,76.1,6.4,10.6,75.8,15.7,0.3,881.1,0.2,84.0,395.7,42.4,114.8,184.5,7539.0,914.4,39.9,0.7,6.2,26.2,1.9,4.1,0.4,13.0,13.9,0.1,24.1
icr033407,True,17590.1,23559.0,45576.7,50.6,431.4,117.7,19032.5,28262.3,4.4,4221.1,2.0,64.4,771.2,27380.0,74.6,20.3,17.4,34.2,12.3,0.3,884.3,0.2,52.5,335.4,18.2,24.7,184.5,6539.7,537.8,3.4,0.7,7.6,18.0,0.8,1.0,0.2,4.4,11.6,0.1,10.6
icr033408,True,17439.2,21110.1,49517.5,50.6,9704.0,751.5,20489.7,39975.2,4.4,4231.9,2.4,65.2,810.3,29692.6,76.2,22.7,19.1,37.5,13.8,0.3,885.0,0.2,56.1,497.5,23.6,24.7,1085.4,6475.3,463.7,4.6,0.7,6.9,30.3,0.3,1.2,0.2,7.3,13.8,0.1,11.2
icr033427,True,13082.1,30651.3,53817.4,348.3,45.7,86.7,23928.5,36061.7,4.4,4587.3,5.3,82.3,987.7,40147.8,107.7,30.1,26.9,54.3,16.9,0.3,882.4,0.2,75.6,337.3,27.4,24.7,184.5,7671.5,914.1,1.7,0.7,13.7,28.7,0.5,0.7,0.8,6.8,26.1,0.2,25.4
icr033428,True,16522.5,27483.7,51692.2,50.6,8245.3,1126.5,22378.1,39217.4,4.4,4306.1,9.3,84.4,970.8,41227.0,106.5,30.8,28.8,58.2,16.8,0.3,881.1,0.2,78.6,413.9,25.3,24.7,1206.8,6739.0,873.0,10.4,0.7,7.0,19.2,0.2,1.0,0.3,10.8,28.3,0.2,30.6
icr033445,True,15279.0,21016.1,48680.6,368.6,45.7,121.6,25973.6,43402.6,4.4,4820.9,3.2,64.4,893.4,32329.3,82.9,22.9,21.6,45.4,13.2,0.3,883.7,0.2,62.3,426.7,21.3,24.7,184.5,7580.4,637.0,4.6,0.7,5.1,23.5,0.2,1.4,0.6,7.7,14.3,0.1,15.4
icr033446,True,17339.9,21539.6,46505.9,50.6,195.4,1473.3,23663.9,44943.5,4.4,4436.2,4.2,67.1,838.9,32134.2,83.0,23.2,24.0,43.8,13.8,0.3,883.0,0.2,61.2,525.3,19.8,24.7,184.5,7399.9,617.0,3.5,0.7,4.7,31.7,0.2,0.9,0.2,9.5,13.6,0.1,14.3
icr033447,True,16529.1,8443.2,47942.2,321.6,45.7,180.3,32031.3,18693.7,4.4,3576.3,1.2,46.1,1450.9,38086.6,91.2,10.5,13.4,85.6,18.3,0.3,882.4,0.2,102.8,257.8,41.3,83.0,184.5,7235.9,1077.5,42.4,0.7,11.7,16.6,2.7,4.3,1.4,3.1,23.3,0.1,25.6
icr033448,True,20008.9,14791.1,64140.6,351.7,45.7,106.9,38818.8,28298.5,4.4,3832.4,1.2,59.6,1841.5,48003.6,117.7,15.3,17.7,102.8,23.9,0.3,884.3,0.2,130.4,340.2,54.0,132.9,184.5,9089.5,1350.8,50.1,0.7,17.1,0.9,2.9,4.9,1.2,5.0,35.3,0.1,31.3
icr033466,True,25958.8,8657.6,53190.4,355.7,45.7,1385.7,25994.8,36499.6,4.4,4603.7,1.4,49.5,668.3,23015.9,60.3,15.0,13.9,31.3,12.9,0.3,885.0,0.2,47.7,429.1,19.6,24.7,184.5,8123.1,330.9,2.2,0.7,1.6,23.0,2.3,1.8,0.2,3.9,19.6,0.1,3.0
icr033467,True,36441.3,12683.8,62230.3,50.6,103.4,3134.7,31619.5,50327.8,4.4,5288.5,1.4,65.4,771.0,26744.9,68.3,17.3,17.5,36.8,14.9,0.3,882.4,0.9,58.2,551.3,18.7,24.7,184.5,9769.1,334.5,1.7,0.7,2.0,23.3,2.2,2.4,0.2,6.6,22.0,0.1,4.6
icr033486,True,9694.5,25396.1,40141.2,86.9,98.6,119.6,18615.7,30179.6,4.4,3240.3,2.3,59.9,723.4,26526.9,70.0,20.5,16.9,35.2,11.9,0.3,883.0,0.2,52.1,285.7,18.4,24.7,184.5,5281.6,571.4,5.9,0.7,7.7,18.6,0.3,0.7,0.3,5.6,13.2,0.1,12.1
icr033487,True,15747.2,28565.3,50118.9,56.6,3139.4,381.9,24041.6,43686.3,4.4,4072.9,3.7,78.6,913.7,35291.4,92.6,27.7,23.8,48.0,15.9,0.3,881.7,0.2,69.1,415.4,27.3,24.7,184.5,6593.4,661.7,5.9,0.7,11.4,13.5,0.2,0.7,0.3,8.4,19.5,0.1,17.8
icr033506,True,20244.8,10922.8,48277.8,305.9,45.7,96.9,26502.7,17871.6,4.4,3764.2,1.2,43.3,771.7,24968.8,63.1,11.9,12.9,47.0,12.7,0.3,885.6,0.2,57.1,307.7,20.8,24.7,184.5,6753.5,550.7,4.8,0.7,1.3,18.3,1.7,2.3,0.4,1.5,8.5,0.1,8.1
icr033507,True,21524.1,14507.1,50302.2,273.4,45.7,127.6,26997.9,18091.9,4.4,3715.6,1.2,45.0,822.8,26797.9,69.1,13.9,14.4,50.0,13.5,0.3,885.0,0.2,61.0,312.8,22.6,24.7,184.5,7028.3,607.6,4.3,0.7,1.3,12.4,1.7,2.2,0.3,1.6,10.8,0.1,8.6
icr033525,True,23088.2,5394.5,28788.0,50.6,45.7,328.5,13941.8,12567.8,4.4,2211.8,1.2,21.4,588.2,9565.1,24.6,8.2,7.0,16.0,5.7,1.9,885.0,0.5,28.0,170.4,9.0,24.7,184.5,4284.0,123.4,1.7,0.7,1.3,8.8,2.1,0.5,0.2,0.4,1.8,0.1,2.0
icr033526,True,25607.4,6327.2,32967.8,50.6,45.7,783.6,14673.5,13148.6,4.4,2347.2,1.2,22.6,637.5,11017.7,28.2,8.2,8.0,17.7,6.4,1.5,884.3,1.1,31.8,189.8,10.1,24.7,184.5,4838.0,160.7,1.7,0.7,1.7,11.2,2.0,0.6,0.2,0.2,3.7,0.1,0.6
icr033545,True,17410.5,16468.6,42113.0,50.6,45.7,154.3,26890.7,26552.5,4.4,3628.0,28.5,27.7,768.7,31616.5,0.7,20.1,15.6,62.5,15.4,0.3,883.7,0.2,76.2,404.7,21.0,24.7,184.5,2403.5,1232.3,120.8,0.9,25.6,24.1,0.4,4.0,0.7,3.6,14.2,0.1,20.8
icr033546,True,19624.1,12706.6,45686.1,430.6,45.7,165.7,28913.4,33409.3,4.4,3222.0,1.4,49.3,933.7,31686.7,93.1,12.9,15.8,84.4,15.7,0.3,884.3,0.2,72.4,451.0,31.1,24.7,184.5,6616.4,761.4,24.9,0.7,3.5,12.2,1.1,2.1,0.3,5.5,12.3,0.1,14.9
icr033566,True,19689.8,5575.0,46568.4,97.0,45.7,149.7,28516.3,11065.7,4.4,3399.2,1.2,23.3,1072.3,33056.1,94.3,8.5,10.4,65.6,16.4,0.3,883.7,0.2,91.4,237.8,28.8,129.7,184.5,7509.9,924.7,29.4,0.7,6.7,0.9,2.7,3.8,1.0,0.5,16.0,0.1,17.3
icr033567,True,19024.5,5575.0,38786.7,161.4,45.7,107.4,25629.0,10144.5,4.4,3458.4,1.2,27.2,898.8,26139.4,73.7,6.6,8.7,48.4,12.6,0.3,882.4,0.2,68.4,222.4,23.9,42.6,184.5,6641.3,664.8,16.0,0.7,2.8,10.6,3.6,3.2,0.3,0.2,7.8,0.1,9.6
icr033580,True,21191.2,5575.0,38831.2,554.3,76.1,327.7,31285.2,53897.7,4.4,2719.9,1.2,8.3,1038.1,28787.8,69.7,2.7,8.4,83.2,14.4,0.3,884.3,0.2,69.5,521.5,35.6,24.7,184.5,5968.4,679.6,26.9,0.7,13.2,19.3,1.7,3.2,0.3,9.4,2.9,0.1,13.0
icr033581,True,18912.1,5575.0,39393.2,641.2,45.7,320.9,32525.8,53794.5,4.4,2733.1,1.2,28.4,1181.1,34459.7,80.6,2.7,9.7,101.9,18.1,0.3,884.3,0.2,82.6,651.3,47.6,55.6,184.5,5777.3,869.8,43.3,0.7,17.2,13.3,2.6,3.5,0.5,10.3,7.3,0.1,18.6
icr033582,True,18290.1,8020.3,54085.6,461.1,45.7,319.6,22824.7,24137.6,4.7,5956.0,5.8,102.3,1250.7,50477.8,110.9,26.3,39.0,84.4,18.3,0.3,883.0,0.2,85.7,367.3,32.2,104.4,184.5,10018.3,1323.6,22.8,0.7,1.3,19.5,1.3,1.4,0.6,7.7,45.6,1.7,50.4
icr033583,True,18490.8,6634.9,55874.9,640.4,45.7,236.7,22517.0,23888.8,4.8,5824.5,5.7,95.6,1184.1,47680.6,132.1,23.3,33.9,75.9,18.1,0.3,881.1,0.2,76.4,389.2,31.4,94.1,184.5,9968.4,1238.9,14.9,0.7,1.3,18.0,2.3,1.8,0.6,6.2,38.2,1.5,46.6
icr033602,True,13302.4,13972.0,34829.1,175.4,45.7,60.4,21114.0,20275.6,4.4,4482.0,32.8,93.6,849.1,36953.8,0.7,82.6,20.7,75.0,11.2,0.3,885.0,6.5,80.3,150.5,41.4,46.2,184.5,1004.9,1511.7,137.1,0.7,35.8,23.7,0.2,2.4,2.2,5.4,22.9,0.1,35.7
icr033603,True,10560.7,11900.6,32152.2,325.6,45.7,57.1,20034.7,20851.4,4.4,3762.6,13.0,99.0,822.9,32368.4,52.1,67.9,19.1,65.5,11.4,0.3,884.3,5.7,71.9,151.6,38.3,53.0,184.5,3285.8,1013.1,62.7,0.7,12.6,26.2,0.3,1.1,1.3,5.7,19.3,0.1,23.6
icr033621,True,13932.3,38085.7,27585.6,403.1,45.7,83.8,16342.7,38783.4,6.2,2752.6,18.2,319.7,488.0,24416.6,45.3,143.9,12.2,30.9,7.8,0.3,886.9,1.1,36.7,195.2,12.3,24.7,184.5,2974.9,597.5,17.3,0.7,7.4,13.2,0.2,0.2,0.6,9.0,1.4,0.1,11.1
icr033622,True,14259.5,33771.2,25532.5,431.6,45.7,58.2,15845.8,46529.1,10.3,2866.6,21.6,275.2,460.4,24135.0,40.6,131.5,13.0,29.8,7.6,0.3,886.3,2.8,34.7,216.8,11.7,24.7,184.5,2764.2,570.4,18.2,0.7,7.6,12.4,0.2,0.5,0.5,11.7,4.8,0.1,11.8
icr033637,True,17056.0,19721.1,35222.6,388.1,45.7,159.8,22745.1,22713.1,4.4,3928.5,14.7,205.1,583.9,30458.3,47.5,102.7,17.9,49.6,10.8,0.3,885.6,6.5,52.2,226.6,12.8,24.7,184.5,4125.5,874.5,31.7,0.7,10.1,21.9,0.2,1.3,1.7,5.2,8.7,0.1,18.1
icr033638,True,12930.4,16486.1,28640.8,281.0,45.7,110.3,17472.5,31375.6,4.7,3175.4,13.5,183.5,447.1,25426.7,39.9,90.7,15.2,37.9,9.1,0.3,885.6,10.5,41.1,192.5,10.7,23.7,184.5,3110.5,693.9,24.2,0.7,6.9,16.9,0.2,0.7,1.1,8.8,4.2,0.1,14.5
icr033656,True,11048.7,16761.7,33259.0,134.4,45.7,64.7,17462.4,14845.6,4.1,4175.7,12.6,192.3,583.5,32298.5,53.0,106.8,17.3,42.4,9.7,0.3,886.3,5.4,49.4,178.8,12.5,24.4,184.5,4122.9,944.9,29.3,0.7,9.0,24.6,0.2,1.2,1.3,3.3,12.6,0.1,22.2
icr033657,True,11176.0,21826.5,35269.2,197.1,45.7,78.3,16573.1,24763.9,4.4,4167.9,14.6,160.8,571.9,33129.7,50.4,111.2,18.7,42.6,10.2,0.3,885.6,10.2,49.2,195.0,13.2,24.7,184.5,3975.3,933.7,29.5,0.7,8.3,23.7,0.2,0.9,0.8,6.8,10.1,0.1,22.4
icr033676,True,12427.9,9226.2,38413.7,213.3,45.7,85.4,34587.0,21489.2,4.4,4304.8,18.9,172.0,1040.3,35858.5,57.1,98.3,23.5,66.2,12.8,0.3,887.6,7.8,119.5,127.8,41.6,31.1,184.5,4092.1,1077.8,60.4,0.7,14.1,25.8,0.2,0.9,4.6,5.0,23.4,0.1,24.6
icr033677,True,12300.7,12257.9,34753.5,302.8,45.7,88.6,28017.5,33304.8,4.4,3892.9,18.7,150.7,915.6,32846.7,52.6,93.5,22.1,59.8,12.1,0.3,885.6,10.4,101.6,146.9,34.3,53.1,184.5,3475.4,945.6,51.8,0.7,12.2,23.1,0.2,0.7,3.3,10.2,17.7,0.1,23.1
icr033696,True,10287.9,21153.9,27834.1,178.7,45.7,287.1,11825.2,21195.1,4.4,4463.0,12.2,192.8,925.9,33812.9,70.6,125.7,23.7,48.5,8.9,0.3,885.6,11.2,59.7,140.1,23.1,58.1,184.5,3949.6,999.2,39.7,0.7,9.6,26.0,0.2,0.6,0.5,9.0,20.9,0.6,33.4
icr033697,True,10824.7,32706.5,35223.4,215.2,45.7,1747.0,12877.8,27375.3,4.4,5397.9,17.2,197.4,1020.3,41194.5,74.9,149.3,29.1,59.5,10.6,0.3,884.3,23.6,67.8,174.2,27.6,49.8,184.5,4115.0,1243.8,58.4,0.7,12.2,19.9,0.2,0.7,0.2,10.4,24.5,0.5,38.3
icr033714,True,15300.7,17816.4,36077.3,183.6,45.7,545.9,20058.3,18692.6,4.6,4808.7,16.6,261.9,666.3,36986.2,66.8,141.5,20.5,49.9,11.1,0.3,883.7,10.3,61.1,198.7,18.0,43.9,184.5,4579.0,1087.2,31.3,0.7,8.4,28.4,0.2,1.5,2.1,5.4,18.1,0.2,28.8
icr033715,True,13243.0,17492.8,36785.3,207.8,45.7,429.4,22094.2,24980.9,4.4,4587.1,17.8,287.1,456.5,36285.5,55.6,154.7,19.2,44.0,11.2,0.3,884.3,9.3,57.8,195.3,15.8,35.8,184.5,3995.7,1047.4,34.7,0.7,9.4,25.2,0.2,1.2,2.9,7.6,13.1,0.1,29.1
icr033732,True,12139.6,50164.3,28747.6,363.4,45.7,144.1,13270.4,46207.5,6.2,4773.4,20.4,217.6,595.0,36072.0,65.6,148.0,22.2,43.5,9.7,0.3,884.3,0.2,42.7,334.0,14.4,40.6,184.5,3926.5,994.1,30.8,0.7,7.3,24.2,0.2,0.3,0.6,14.2,6.4,0.6,30.2
icr033733,True,9325.2,21431.3,31762.4,163.7,45.7,682.9,12414.2,31154.1,4.4,4374.9,15.1,153.7,540.0,34794.3,54.6,122.0,18.7,43.0,9.3,0.3,882.4,8.3,51.1,181.6,14.7,24.7,184.5,3401.2,1005.9,37.0,0.7,7.9,25.7,0.2,0.8,0.5,11.9,12.0,0.2,31.0
icr033752,True,12865.9,12531.0,40800.1,176.3,45.7,57.1,24597.0,13148.5,4.4,5097.3,20.9,273.5,795.0,40596.3,68.2,131.6,25.9,57.2,10.5,0.3,881.1,13.7,84.0,133.8,20.9,64.2,184.5,4496.3,1269.9,52.3,0.7,15.3,31.2,0.2,1.3,3.5,2.9,28.2,0.1,35.3
icr033753,True,9149.8,11573.3,39629.7,274.7,45.7,57.5,23007.3,24450.0,4.6,5171.3,21.6,247.9,815.1,41716.4,69.4,133.3,27.7,60.9,11.1,0.3,885.0,20.4,86.5,146.4,24.0,75.9,184.5,4247.5,1273.9,48.5,0.7,15.9,30.7,0.4,1.0,2.6,8.2,29.1,0.1,37.4
icr033771,True,13895.9,13722.6,43754.0,100.3,45.7,52.7,24542.4,9420.5,4.6,5331.3,17.0,194.6,724.7,43480.8,69.0,143.0,26.5,62.9,11.7,0.3,885.6,5.8,85.5,136.7,27.4,56.3,184.5,4463.2,1408.6,54.1,0.7,15.0,34.3,0.2,2.2,4.1,1.3,35.6,0.1,42.6
icr033772,True,11629.3,11834.2,39202.7,170.8,45.7,99.5,23314.7,15034.3,4.4,4770.8,14.4,199.7,649.6,40046.3,64.3,142.9,24.6,58.9,11.7,0.3,885.0,10.0,80.7,134.6,24.2,60.3,184.5,4049.0,1247.3,51.4,0.7,15.7,31.3,0.2,1.3,3.5,3.9,28.2,0.2,36.4
icr033791,True,14299.3,31674.8,35197.1,85.8,45.7,64.3,19176.8,19849.6,4.4,4255.7,14.3,249.1,562.7,31595.0,53.4,144.3,16.2,39.1,9.5,0.3,885.6,7.6,49.4,175.4,11.6,30.7,184.5,4043.7,920.0,29.9,0.7,8.6,21.3,0.2,1.1,1.6,4.7,8.6,0.1,20.6
icr033792,True,10826.5,35409.8,29744.2,366.8,45.7,83.0,15259.3,58241.9,15.4,3805.5,14.9,210.2,493.0,28036.0,44.8,131.4,15.2,34.3,9.4,0.3,883.7,11.8,40.5,235.7,12.3,34.9,184.5,3361.4,682.1,23.5,0.7,7.0,15.2,0.2,0.3,0.2,17.2,2.1,0.1,16.1
icr033811,True,12792.8,20332.0,38995.0,134.5,45.7,71.5,19926.2,15212.8,4.5,5232.1,14.3,229.5,646.3,41684.8,68.7,144.7,23.3,57.0,10.8,0.3,882.4,6.4,73.4,161.0,16.4,53.1,184.5,4322.6,1310.7,45.9,0.7,10.8,34.7,0.2,1.8,2.7,4.5,27.8,0.4,40.8
icr033812,True,10709.2,27349.0,33974.4,156.4,45.7,284.0,16277.0,22113.1,4.4,4761.6,13.7,197.7,560.3,38626.0,61.4,148.0,22.6,53.4,10.5,0.3,883.7,6.8,65.0,164.9,15.9,49.6,184.5,3623.5,1192.1,47.2,0.7,10.8,31.7,0.2,0.9,1.7,7.7,17.2,0.2,36.8
icr033831,True,11902.8,27183.3,28744.4,100.5,45.7,111.3,12068.8,44980.2,4.2,3607.2,35.3,118.7,637.3,29652.9,0.7,87.5,21.2,49.7,9.2,0.3,879.1,15.1,60.6,178.5,16.5,43.8,184.5,876.5,1026.7,78.5,0.7,16.9,14.1,0.2,0.5,0.2,13.9,12.0,0.1,22.3
icr033832,True,13560.3,26579.5,31155.9,348.6,94.2,762.2,12205.6,55441.4,4.3,3537.0,15.0,138.4,794.1,30845.1,78.8,82.1,23.2,51.9,10.0,0.3,885.6,19.4,60.4,206.7,21.5,27.8,184.5,3617.9,686.9,35.3,0.7,7.6,13.4,0.2,0.1,0.2,18.0,13.5,0.1,17.3
icr033851,True,14317.9,10503.3,38977.1,64.1,45.7,101.6,24125.8,10067.4,4.4,4300.4,12.7,218.1,708.4,35604.0,88.1,112.0,23.1,57.3,10.3,0.3,880.4,7.1,80.9,106.9,17.9,49.6,184.5,4264.0,1009.0,35.2,0.7,16.4,8.6,0.3,1.0,3.2,1.7,23.3,0.1,27.2
icr033852,True,13645.3,11661.6,38970.4,202.1,45.7,79.5,24617.5,19829.9,4.3,4147.1,12.1,223.4,657.7,36152.2,87.9,117.8,24.3,60.7,11.1,0.3,885.6,13.0,84.3,115.4,18.3,51.8,184.5,3982.6,994.9,37.0,0.7,14.3,8.1,0.2,0.7,3.1,6.1,21.5,0.1,28.4
icr033871,True,13811.7,29586.7,27077.7,497.7,45.7,102.9,15077.7,65451.0,8.8,3300.5,12.7,193.3,469.0,24225.4,61.4,113.5,13.6,30.8,8.4,0.3,887.6,20.7,37.0,198.0,10.3,24.7,184.5,3557.7,452.8,15.9,0.7,8.7,13.0,0.2,0.2,0.2,18.1,1.4,0.1,10.1
icr033872,True,9854.8,27456.2,29038.4,301.4,45.7,84.6,17785.6,50905.6,4.9,3833.0,14.4,274.2,529.7,28210.5,68.3,127.8,15.9,37.9,9.2,0.3,884.3,3.9,45.5,177.4,11.6,27.6,184.5,4102.1,642.5,20.4,0.7,10.4,17.6,0.2,0.2,0.4,14.8,5.8,0.1,14.7
icr033890,True,11370.0,30995.2,34175.5,169.6,45.7,108.8,17608.1,20423.0,4.4,4597.3,13.9,163.2,669.1,35910.4,87.8,127.3,26.7,58.8,9.7,0.3,881.1,10.6,62.3,112.2,13.7,29.6,184.5,4200.2,979.6,31.3,0.7,9.2,19.7,0.2,0.9,1.4,6.7,19.5,0.1,28.1
icr033891,True,13887.7,34313.5,32218.0,339.6,45.7,66.3,14829.0,45471.5,4.3,4232.8,13.3,169.8,578.4,34013.0,80.6,122.3,21.8,52.5,10.1,0.3,881.7,13.3,56.7,154.8,17.0,40.3,184.5,3741.3,836.0,30.4,0.7,6.6,17.2,0.2,0.4,0.4,16.2,13.4,0.1,23.6
icr033910,True,22021.3,5575.0,9574.2,50.6,45.7,105.0,8316.7,493.6,4.4,1552.2,12.1,21.1,67.8,4495.4,0.7,1.9,3.2,3.4,2.4,0.3,883.0,0.2,27.8,26.1,8.3,24.7,184.5,816.0,214.6,15.7,0.7,3.3,1.6,6.6,0.8,0.2,0.2,6.1,0.1,2.8
icr033911,True,22959.5,5575.0,11100.5,50.6,45.7,139.8,7975.6,297.6,4.4,1691.3,16.3,21.6,37.5,5870.2,0.7,2.8,3.7,3.8,3.0,0.3,885.0,0.2,29.3,23.4,8.0,24.7,184.5,197.2,312.2,20.5,0.7,2.9,3.4,5.6,1.3,0.2,0.1,8.4,0.1,2.3
icr033930,True,21416.6,5575.0,16483.2,50.6,45.7,88.5,26967.2,645.6,4.4,2651.8,17.4,8.8,44.3,3313.4,0.7,2.1,3.5,5.0,4.9,0.3,884.3,0.2,76.0,78.0,15.3,22.5,184.5,1420.0,350.8,34.9,0.7,7.3,1.3,12.7,0.7,0.5,0.2,20.7,0.1,5.9
icr033931,True,22154.1,5575.0,17171.5,50.6,45.7,29.0,22723.0,445.6,4.4,2071.0,16.6,13.0,24.4,4286.1,0.7,2.9,3.7,5.6,5.0,0.3,885.0,0.2,69.3,64.3,9.5,24.7,184.5,1092.1,306.1,31.2,0.7,4.8,0.7,8.2,0.9,0.5,0.2,17.5,0.1,5.2
icr033950,True,16341.5,5575.0,17037.5,50.6,45.7,98.8,6928.7,3852.3,5.0,3081.2,64.4,126.4,214.6,63597.5,0.7,9.2,20.0,15.2,1.9,0.3,886.9,0.4,75.5,60.2,15.5,78.9,184.5,482.4,2265.8,126.8,0.7,12.4,5.4,8.3,8.5,0.2,0.3,93.0,0.1,108.5
icr033951,True,18326.6,5575.0,24170.8,50.6,45.7,48.2,8558.5,1451.6,6.6,3592.8,100.8,184.0,151.3,98874.3,0.7,11.8,23.7,17.4,1.2,0.3,886.3,1.2,132.5,43.6,10.0,266.7,184.5,372.2,3252.4,58.6,0.7,23.0,12.0,5.3,12.7,0.2,0.2,186.8,0.1,233.1
icr033970,True,21996.7,5575.0,16828.0,50.6,45.7,81.1,14091.1,924.3,4.4,2303.2,15.4,26.0,149.6,8275.7,0.7,3.4,5.0,6.2,3.7,0.3,886.9,0.2,46.4,46.0,12.9,24.7,184.5,906.5,466.6,44.0,0.9,9.1,4.1,11.5,2.0,0.2,0.2,14.3,0.1,5.6
icr033971,True,22648.5,5575.0,17420.7,50.6,45.7,33.8,13717.7,654.4,4.4,2560.7,21.1,30.8,80.9,11863.8,0.7,5.9,6.7,7.9,5.4,0.3,886.9,0.2,54.3,41.4,12.9,24.7,184.5,1000.0,598.6,46.0,0.7,9.1,8.0,11.8,2.8,0.4,0.2,16.7,0.1,7.3
icr033990,True,23682.7,5575.0,13333.5,50.6,45.7,63.0,11298.7,610.2,4.4,3369.2,15.3,16.8,56.6,3675.8,0.7,2.8,4.2,4.1,3.3,0.3,877.8,0.2,36.0,36.6,15.0,24.7,184.5,115.9,405.8,30.3,0.7,2.0,1.1,13.2,0.7,0.2,0.2,11.3,0.1,4.7
icr033991,True,24391.5,5575.0,13728.6,50.6,45.7,73.8,8582.7,386.5,4.4,2514.9,16.0,17.9,26.9,4126.9,0.7,3.6,3.9,4.2,3.7,0.3,884.3,0.2,33.0,27.5,10.8,24.7,184.5,88.0,341.8,22.4,0.7,3.8,0.9,8.7,1.0,0.2,0.2,8.4,0.1,4.0
icr034010,True,22318.4,5575.0,7435.6,50.6,45.7,75.8,4349.6,666.0,4.4,1847.0,11.7,30.9,116.2,6257.6,0.7,2.3,3.9,3.5,1.8,0.3,883.7,0.2,17.5,15.9,7.7,24.7,184.5,137.8,352.8,23.3,0.7,3.7,3.1,7.9,1.1,0.2,0.1,7.9,0.3,3.0
icr034011,True,23992.3,5575.0,8506.7,50.6,45.7,119.0,4842.9,368.5,4.4,2248.9,12.0,34.3,78.4,6314.8,0.7,2.2,3.9,4.3,2.2,0.3,882.4,0.2,20.3,15.6,9.3,24.7,184.5,55.0,389.0,26.1,0.7,3.4,2.8,9.5,1.4,0.2,0.1,9.5,0.1,3.4
