SSN,Public,Latitude,Longitude,Cluster,Plot,Depth,Soil material,Scientist,Site,Country,Region,Cultivated,Gid
icr075608,True,-17.8097,31.9012,15,1,sub,Chiq.15.1.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1873
icr010435,True,14.80017167,-11.01175833,6,1,top,Kon.6.1.Topsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,True,216
icr049131,True,-29.9771,22.7788,13,5,sub,Prie.13.5.Subsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,809
icr006076,True,-6.93122,36.1357,9,5,top,Chi.9.5.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,8
icr030143,True,8.62714481,35.00778198,7,1,top,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,483
icr075568,True,-17.8659,31.8962,13,1,sub,Chiq.13.1.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1869
icr068718,True,11.34667,8.194856667,16,1,sub,Pamp.16.1.Subsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1501
icr030367,True,9.61504269,42.66503906,3,7,top,,Tor Vargen,Merar,Ethiopia,East Africa,,542
icr062196,True,-18.2759,48.6875,4,1,sub,Didy.4.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1341
icr070329,True,9.170196667,5.738131667,13,1,sub,Kuti.13.1.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1525
icr070089,True,14.87451333,-7.780065,16,2,top,Tamb.16.2.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1753
icr037575,True,11.28301667,-5.486493332999999,9,5,sub,Fink.9.5.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1128
icr055842,True,-9.16099,29.695,15,1,top,Chil.15.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,1002
icr048820,True,-29.8205,23.9277,6,8,top,Hope.6.8.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1312
icr072876,True,-16.221304999999994,14.94596167,15,1,top,Muco.15.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1591
icr033752,True,4.14850712,38.31196213,9,1,top,Mega.9.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,585
icr030377,True,9.63304997,42.66046143,4,1,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,545
icr033771,True,4.1779871,38.30709839,10,1,top,Mega.10.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,587
icr073500,True,-12.31855667,15.2063,11,1,sub,Luim.11.1.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1646
icr043231,True,11.92195167,-13.15272167,6,2,sub,Boum.6.2.Subsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1282
icr037700,True,11.34972,-5.469775,16,2,sub,Fink.16.2.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1142
icr015593,True,6.68232667,-1.25978,9,1,sub,Kub.9.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,False,302
icr023155,True,-13.39751667,35.463245,3,1,top,Mak.3.1.Topsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,False,386
icr073168,True,-11.70322333,15.92522667,12,1,top,Bimb.12.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1615
icr054259,True,0.51271302,32.28875732,6,1,sub,Nama.6.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,922
icr049277,True,-22.84669833,35.28799167,6,1,top,Chic.6.1.Topsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,826
icr056381,True,-16.09050667,28.30285,10,2,sub,Mong.10.2.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1055
icr073460,True,-12.349295,15.20264667,9,2,sub,Luim.9.2.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1642
icr070009,True,14.87538667,-7.795621667000001,12,1,top,Tamb.12.1.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1745
icr050035,True,-24.16965333,34.38194667,12,1,sub,Mass.12.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1392
icr038016,True,5.255330000000002,10.28552,14,8,top,Bana.14.8.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1169
icr048887,True,-29.7874,23.9515,11,1,sub,Hope.11.1.Subsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1323
icr015043,True,-15.905015,35.36222,16,1,top,Thu.16.1.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,False,76
icr015913,True,5.377035,-0.726425,9,1,sub,Aju.9.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,False,334
icr068321,True,13.43786,1.7779616669999998,12,2,top,Nyal.12.2.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1461
icr009979,True,-11.05970001,35.12659836,4,1,sub,Mbi.4.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,192
icr015953,True,5.41552833,-0.736546667,11,1,sub,Aju.11.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,338
icr010687,True,12.45030667,-6.327395,1,1,top,Kol.1.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,29
icr042265,True,-1.68765497,35.8539772,16,1,top,Mori.16.1.Topsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1237
icr074176,True,-18.0749,29.4566,12,1,sub,Gamb.12.1.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1714
icr037554,True,11.34812,-5.520495,8,3,sub,Fink.8.3.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1126
icr072756,True,-16.26354667,14.930115,9,1,top,Muco.9.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1579
icr043199,True,11.96982,-13.17629333,4,5,sub,Boum.4.5.Subsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1278
icr055742,True,-9.18553,29.6753,10,1,top,Chil.10.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,993
icr037787,True,5.28236667,10.22913667,3,1,top,Bana.3.1.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1147
icr041935,True,-2.60346293,39.58199310000001,16,1,top,Mara.16.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1205
icr072796,True,-16.21921167,14.932479999999998,11,1,top,Muco.11.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1583
icr023553,True,-14.70096833,39.86144167,7,1,top,Chik.7.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,True,425
icr068419,True,11.28078,8.123596667000001,1,3,top,Pamp.            1.3.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1471
icr034070,True,8.10638833,9.903975,9,1,top,Ibi.9.1.Topsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,645
icr008028,True,-5.30851889,37.51255035,16,1,sub,Kib.16.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,597
icr034130,True,8.16784833,9.90665,12,1,top,Ibi.12.1.Topsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,649
icr041779,True,-2.5984931,39.53760147,8,1,top,Mara.8.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1189
icr006627,True,-6.09622,36.4863,10,1,sub,Pan.10.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,154
icr008008,True,-5.33370018,37.51532745,15,1,sub,Kib.15.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,188
icr042025,True,-1.70595801,35.78072357,3,1,sub,Mori.3.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1212
icr048622,True,-27.5668,30.0585,11,1,top,Mada.11.1.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,773
icr015653,True,6.75881833,-1.269926667,12,1,sub,Kub.12.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,308
icr068522,True,11.31266,8.148253333,6,2,sub,Pamp.6.2.Subsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1482
icr011961,True,-2.98746705,33.03326416,8,1,sub,Buk.8.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,260
icr074356,True,-21.7213,26.457,4,1,top,Paje.4.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1791
icr015199,True,10.92868833,-2.664413333,8,1,top,Lam.8.1.Topsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,120
icr068101,True,13.367585,1.735376667,1,2,top,Nyal.1.2.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1439
icr049116,True,-29.91,22.7619,12,1,sub,Prie.12.1.Subsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,807
icr073989,True,-18.142,29.4097,1,2,sub,Gamb.1.2.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,True,1692
icr023293,True,-13.41760667,35.511175,10,1,top,Mak.10.1.Topsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,False,399
icr049536,True,-17.998985,36.80058,3,2,top,Ihas.3.2.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,852
icr030401,True,9.59038162,42.68822861,6,2,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,549
icr038306,True,11.33621693,39.61544418,12,8,sub,Kuta.12.8.Subsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,1369
icr054530,True,1.5029833330000002,31.490945,7,1,sub,Hoim.7.1.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,957
icr037928,True,5.25545667,10.26777667,10,1,sub,Bana.10.1.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1162
icr050114,True,-24.175445,34.399384999999995,16,1,top,Mass.16.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1399
icr049258,True,-22.87288167,35.29462,5,1,sub,Chic.5.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,825
icr074376,True,-21.7919,26.4815,5,1,top,Paje.5.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1793
icr030458,True,9.59254456,42.7080574,10,1,top,,Tor Vargen,Merar,Ethiopia,East Africa,,555
icr048755,True,-29.8085,23.9044,2,1,top,Hope.2.1.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1304
icr049894,True,-24.243575,34.35064167,5,1,top,Mass.5.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1377
icr049278,True,-22.84669833,35.28799167,6,1,sub,Chic.6.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,827
icr011241,True,10.94154333,-3.539666667,12,1,top,Bon.12.1.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,89
icr033832,True,4.14266682,38.33316422,13,1,sub,Mega.13.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1104
icr010787,True,12.46614167,-6.312131667,6,1,top,Kol.6.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,34
icr011068,True,10.90327833,-3.576025,2,7,sub,Bon.2.7.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,505
icr015792,True,5.41379333,-0.780368333,3,1,top,Aju.3.1.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,321
icr054313,True,0.49551699,32.30453873,9,1,top,Nama.9.1.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,927
icr042908,True,10.524305,-13.40126833,7,2,top,Fria.7.2.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1251
icr033891,True,4.20751286,38.32760239,16,1,sub,Mega.16.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1109
icr033715,True,4.19285202,38.2822876,7,1,sub,Mega.7.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,582
icr074752,True,-19.3695,22.0389,7,1,sub,Guma.7.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1826
icr050314,True,-16.15556667,38.98825167,10,1,top,Mart.10.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,898
icr072466,True,-7.315528333,15.74003333,12,1,sub,Sanz.12.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1554
icr005946,True,-6.90836716,36.08665466,2,1,top,Chi.2.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,True,2
icr023213,True,-13.414135,35.48740333,6,2,top,Mak.6.2.Topsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,True,391
icr074063,True,-18.1169,29.4375,6,1,sub,Gamb.6.1.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1702
icr023554,True,-14.70096833,39.86144167,7,1,sub,Chik.7.1.Subsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,True,426
icr073670,True,-19.41344,28.733862,2,2,top,Keni.2.2.Topsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1758
icr049975,True,-24.24289667,34.37187333,9,1,sub,Mass.9.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1386
icr010905,True,12.51425667,-6.280505000000002,12,1,top,Kol.12.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,40
icr007950,True,-5.31183291,37.49250793,12,2,sub,Kib.12.2.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,182
icr070030,True,14.80921167,-7.78246,13,1,sub,Tamb.13.1.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1748
icr016053,True,5.44766667,-0.717421667,16,1,sub,Aju.16.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,False,348
icr054607,True,1.501578333,31.51283333,11,6,sub,Hoim.11.6.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,True,965
icr042134,True,-1.74763703,35.82118225,9,1,top,Mori.9.1.Topsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1223
icr043173,True,11.94272667,-13.17404833,3,1,sub,Boum.3.1.Subsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1276
icr042967,True,10.491285,-13.380635,10,1,sub,Fria.10.1.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1258
icr010535,True,14.82578833,-10.99383,11,1,top,Kon.11.1.Topsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,True,226
icr037844,True,5.238615,10.258085,5,9,sub,Bana.5.9.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1152
icr074561,True,-21.7483,26.5266,15,1,sub,Paje.15.1.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1810
icr073048,True,-11.75164667,15.904305,6,1,top,Bimb.6.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1605
icr030352,True,9.59475517,42.66899109,2,3,top,,Tor Vargen,Merar,Ethiopia,East Africa,,540
icr070328,True,9.170196667,5.738131667,13,1,top,Kuti.13.1.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1524
icr073988,True,-18.142,29.4097,1,2,top,Gamb.1.2.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,True,1691
icr072988,True,-11.72324667,15.88526667,3,1,top,Bimb.3.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1599
icr023214,True,-13.414135,35.48740333,6,2,sub,Mak.6.2.Subsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,True,392
icr041720,True,-2.66981196,39.53773499,5,2,sub,Mara.5.2.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1184
icr075957,True,-15.845438,26.164093,15,1,sub,Musu.15.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1435
icr054344,True,0.53860003,32.31171417,11,1,top,Nama.11.1.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,931
icr069909,True,14.858365,-7.82084,7,1,top,Tamb.7.1.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1735
icr072446,True,-7.337718333,15.73058833,11,1,sub,Sanz.11.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1552
icr068182,True,13.37571833,1.7597633330000002,5,2,sub,Nyal.5.2.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1448
icr034733,True,6.76571833,4.644376667,7,1,top,Imor.7.1.Topsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,704
icr011037,True,10.88517333,-3.581576667,1,1,top,Bon.1.1.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,78
icr010827,True,12.51964667,-6.302163332999999,8,1,sub,Kol.8.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,244
icr042248,True,-1.70844495,35.84159088,15,1,sub,Mori.15.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1236
icr073229,True,-11.72477,15.94343,15,1,sub,Bimb.15.1.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1622
icr048942,True,-29.8188,23.9729,14,10,top,Hope.14.10.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1330
icr055663,True,-9.18733,29.6553,6,1,top,Chil.6.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,985
icr049776,True,-17.99677167,36.86077167,15,1,sub,Ihas.15.1.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,877
icr073300,True,-12.35919,15.14388333,1,1,top,Luim.1.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1625
icr038171,True,11.25986958,39.59523392,5,1,sub,Kuta.5.1.Subsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,False,732
icr007929,True,-5.33933687,37.49335098,11,1,sub,Kib.11.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,True,180
icr055723,True,-9.20366,29.6761,9,1,top,Chil.9.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,991
icr015672,True,6.69200167,-1.241593333,13,1,top,Kub.13.1.Topsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,False,309
icr054482,True,1.527395,31.46912333,4,1,top,Hoim.4.1.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,950
icr056501,True,-16.04378333,28.32967,16,1,sub,Mong.16.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1067
icr033831,True,4.14266682,38.33316422,13,1,top,Mega.13.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1103
icr024899,True,-6.88135815,34.17768097,3,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,447
icr006647,True,-6.0698,36.4918,11,1,sub,Pan.11.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,156
icr054361,True,0.55428702,32.31141281,12,1,sub,Nama.12.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,934
icr056022,True,-13.065403,28.473107,8,1,sub,Fise.8.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1020
icr054606,True,1.501578333,31.51283333,11,6,top,Hoim.11.6.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,True,964
icr020869,True,-8.04190826,37.27168274,2,1,sub,Kid.2.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,352
icr034714,True,6.74281667,4.643856667,6,1,sub,Imor.6.1.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,703
icr034263,True,6.97864333,9.305081667,1,1,sub,Kats.1.1.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,660
icr033753,True,4.14850712,38.31196213,9,1,sub,Mega.9.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,586
icr014589,True,-11.64765,34.24794167,10,1,sub,Nkh.10.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,529
icr011263,True,10.87681333,-3.50814,13,2,top,Bon.13.2.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,90
icr056082,True,-13.07921,28.49115833,11,1,sub,Fise.11.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,False,1025
icr068521,True,11.31266,8.148253333,6,2,top,Pamp.6.2.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1481
icr068381,True,13.404805,1.802671667,15,2,top,Nyal.15.2.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1467
icr023474,True,-14.70832833,39.83611667,3,1,sub,Chik.3.1.Subsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,418
icr070309,True,9.237658332999999,5.717488333,12,1,sub,Kuti.12.1.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1523
icr006455,True,-6.12600994,36.44020081,1,1,sub,Pan.1.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,True,141
icr025093,True,-6.89881992,34.24073792,14,1,sub,,Tor Vagen,Itende,Tanzania,East Africa,False,467
icr034091,True,8.12839333,9.910415,10,1,sub,Ibi.10.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,648
icr011282,True,10.89882833,-3.513665,14,1,sub,Bon.14.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,517
icr073763,True,-19.38859667,28.74953333,7,1,sub,Keni.7.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1769
icr049915,True,-24.21181833,34.34482833,6,1,sub,Mass.6.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1380
icr009939,True,-11.09962845,35.13019943,2,1,sub,Mbi.2.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,190
icr049556,True,-17.98425333,36.79508667,4,1,top,Ihas.4.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,854
icr054374,True,0.49447301,32.33593369,13,3,top,Nama.13.3.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,936
icr070288,True,9.21169,5.715875,11,1,top,Kuti.11.1.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1520
icr020986,True,-8.00173283,37.29563904,8,1,top,Kid.8.1.Topsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,364
icr033622,True,4.17808723,38.26189041,2,1,sub,Mega.2.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,572
icr049616,True,-18.00351833,36.81749667,7,1,top,Ihas.7.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,860
icr055583,True,-9.17906,29.6372,2,1,top,Chil.2.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,978
icr072736,True,-16.19894167,14.89918167,8,1,top,Muco.8.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1577
icr075697,True,-15.867407,26.098539,2,1,sub,Musu.2.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1410
icr073420,True,-12.31856,15.17408167,7,1,sub,Luim.7.1.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1638
icr050274,True,-16.115579999999998,38.96545167,8,1,top,Mart.8.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,894
icr056062,True,-13.11281167,28.485475,10,1,sub,Fise.10.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1024
icr055822,True,-9.18747,29.7011,14,1,top,Chil.14.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,1401
icr049816,True,-24.24041833,34.33520333,1,1,sub,Mass.1.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1371
icr034262,True,6.97864333,9.305081667,1,1,top,Kats.1.1.Topsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,659
icr049795,True,-17.977923,36.861702,16,1,top,Ihas.16.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,878
icr049676,True,-18.02587333,36.846685,10,1,sub,Ihas.10.1.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,867
icr042171,True,-1.70667195,35.82385635,11,1,sub,Mori.11.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1228
