SSN,Public,EC,ExAc,ExBas,M3 Al,M3 B,M3 Ca,M3 Cu,M3 Fe,M3 K,M3 Mg,M3 Mn,M3 Na,M3 P,M3 S,M3 Zn,PH,PSI
icr030401,True,0.279,0.097,112.80728,263.4,1.075,21363.1,2.664,18.82,270.4,593.6,78.54,90.72,1.956,27.69,0.6729999999999999,8.169,188.8
icr030416,True,0.35100000000000003,0.29100000000000004,88.30045221,197.8,1.565,16823.1,2.7460000000000004,21.22,321.3,361.8,99.41,85.82,6.518,35.19,0.8490000000000001,8.029,136.5
icr030430,True,0.27,0.097,74.81797917,202.1,1.624,13823.1,4.916,144.4,416.7,511.3,129.4,94.56,5.2360000000000015,39.11,2.14,8.111,169.1
icr030431,True,0.438,0.29100000000000004,67.07996275,212.4,1.406,12343.1,2.833,31.59,337.1,498.9,106.4,87.21,5.051,39.84,1.7480000000000002,8.039,140.5
icr030438,True,0.32299999999999995,0.29100000000000004,81.38040245,471.0,1.088,14613.1,6.0360000000000005,117.3,583.3,762.2,242.1,120.5,4.266,35.86,1.666,8.084,183.3
icr030439,True,0.414,0.142,93.37845259,330.4,0.987,16923.1,3.219,31.37,337.0,887.9,142.4,129.5,2.04,38.39,1.187,8.082,165.1
icr030458,True,0.277,0.5820000000000001,82.27732072,357.7,1.272,14783.1,2.925,32.11,490.0,802.8,133.4,109.0,3.27,41.94,1.315,8.157,166.9
icr030459,True,0.243,0.194,80.52589126,274.7,1.41,14543.1,2.438,23.23,492.2,750.9,144.5,79.53,4.4860000000000015,23.2,0.785,8.177,188.4
icr030478,True,1.715,0.388,66.3132483,92.19,2.306,10843.1,3.978,71.25,2540.0,574.1,130.6,197.1,89.92,158.4,5.277,8.024,157.4
icr030479,True,4.38,0.194,87.00123418,47.88,1.061,14373.1,1.3330000000000002,7.045,3745.0,565.9,19.3,202.6,13.7,259.5,1.461,7.812,198.8
icr030494,True,0.264,0.29100000000000004,72.84785103,47.39,0.885,11670.0,1.272,9.438,3566.0,542.9,18.53,204.9,12.35,259.7,1.355,8.218,184.1
icr030495,True,0.273,0.29100000000000004,68.66740399,297.5,0.88,11770.0,2.552,30.66,355.6,1000.0,78.5,148.0,1.672,34.49,0.8390000000000001,8.295,185.5
icr030511,True,0.469,0.388,61.08663674,269.1,1.62,11000.0,4.927,182.1,447.5,545.9,85.2,99.03,5.186,65.68,1.853,8.062999999999999,275.9
icr030512,True,0.417,0.388,64.83484875,216.1,1.3769999999999998,11880.0,3.573,68.77,292.8,520.2,63.23,88.97,3.634,47.6,1.658,8.115,269.0
icr030531,True,0.25,0.29100000000000004,73.10766269999998,437.5,1.165,13020.0,2.483,26.22,522.2,769.5,140.2,71.9,5.277,24.38,1.114,8.198,157.2
icr030551,True,0.354,0.29100000000000004,98.5863169,392.4,1.15,18380.0,2.492,23.73,504.5,602.8,139.7,95.27,5.928,41.05,0.8240000000000001,8.166,160.7
icr030552,True,0.411,0.29100000000000004,62.52364757,313.4,1.0590000000000002,10870.0,2.594,27.4,399.0,802.3,96.29,120.2,2.944,34.51,0.636,8.168,182.0
icr030571,True,0.313,0.29100000000000004,65.96590110000001,322.4,1.041,11750.0,2.222,21.55,401.3,699.9,120.9,93.21,2.886,32.59,0.7559999999999999,8.258,157.5
icr030572,True,0.31,0.29100000000000004,65.40084145,308.3,0.974,11140.0,2.287,25.8,285.7,1010.0,95.76,143.3,1.808,35.44,0.909,8.345,173.1
icr033602,True,0.32,0.138,64.57141974,509.286,1.656,10358.3,3.525,25.58,951.3,1214.0,242.4,72.19,14.783,17.03,1.29,8.082,94.719
icr033603,True,0.211,0.138,63.41546806,543.886,1.588,10018.3,3.383,24.07,832.1,1273.0,248.9,155.29,13.033,16.21,1.136,8.249,80.55199999999998
icr033621,True,0.197,0.23,52.300555,191.686,1.223,8758.32,2.585,33.78,743.0,775.4,102.1,46.1,35.523,17.51,1.046,8.481,54.253
icr033637,True,0.385,0.138,48.70742799,446.086,2.439,7215.32,2.6660000000000004,37.75,1651.0,997.0,202.7,38.79,170.903,21.43,2.7310000000000003,8.139,39.366
icr033638,True,0.279,0.138,61.99667764,248.386,2.842,9501.32,3.04,25.17,2037.0,1080.0,102.4,81.59,63.113,17.57,1.017,8.519,63.428
icr033656,True,0.129,0.23,39.86126384,716.186,1.293,5511.32,4.126,50.86,589.7,1283.0,206.1,44.43,6.362,8.57,0.643,8.373,59.152
icr033657,True,0.14800000000000002,0.184,62.0060142,459.686,1.08,9591.32,3.771,35.58,355.0,1563.0,136.7,51.55,6.528,10.69,0.927,8.359,84.338
icr033676,True,0.267,0.138,59.51224291,567.686,2.122,10048.3,3.833,26.38,1027.0,778.3,249.3,48.74,16.393,20.1,1.272,8.129,70.429
icr033677,True,0.233,0.184,70.07104309,391.386,1.629,11898.3,3.579,23.61,582.5,1038.0,190.3,117.59,9.104,21.2,0.765,8.252,99.617
icr033696,True,0.453,0.23,94.54078818,647.986,2.547,14858.3,3.4,31.68,504.9,1992.0,71.72,573.89,8.118,35.93,1.145,8.256,128.806
icr033697,True,2.56,0.23,100.3427539,538.786,8.644,14538.3,3.115,28.83,315.1,2233.0,60.49,1929.89,4.984,80.22,0.7340000000000001,8.073,130.543
icr033714,True,0.177,0.184,32.74839508,587.386,1.385,4220.32,3.259,49.72,1018.0,1064.0,172.9,57.46,60.19300000000001,12.0,1.072,8.446,32.148
icr033715,True,0.772,0.23,58.94129982,431.486,2.725,7745.32,3.109,32.14,1500.0,1740.0,100.0,459.59,20.493,49.92,0.971,8.411,72.024
icr033732,True,0.26,0.138,61.16284279999999,605.186,1.656,9127.32,2.625,56.92,688.2,1600.0,104.0,124.89,10.041,19.83,1.632,8.345,75.17699999999998
icr033733,True,1.308,0.184,96.6050206,489.086,4.339,13258.3,3.079,41.35,218.1,2693.0,45.02,1724.89,2.336,56.95,0.411,8.668,136.281
icr033752,True,0.201,0.138,37.80516196,804.7860000000003,1.228,5501.32,4.244,38.97,1091.0,888.8,243.7,37.45,7.222,9.02,0.8759999999999999,8.078,83.162
icr033753,True,0.195,0.23,80.98363635,542.586,1.331,13318.3,3.65,25.72,713.8,1475.0,150.2,86.59,2.322,13.28,0.682,8.271,134.256
icr033771,True,0.213,0.092,32.31251643,797.7860000000003,0.976,3818.32,4.341,45.09,976.9,1275.0,222.8,42.61,2.995,9.32,0.655,7.494,67.461
icr033772,True,0.264,0.184,52.64893271,575.886,1.484,7487.32,4.215,31.5,727.2,1551.0,187.2,122.89,2.281,18.08,0.87,8.232999999999999,85.47200000000002
icr033791,True,0.212,0.184,49.05163105,651.286,1.6269999999999998,7564.32,3.568,54.11,455.0,1198.0,159.5,38.07,8.942,11.07,1.987,8.135,63.514
icr033792,True,0.236,0.138,79.06450317,312.586,1.171,13248.3,2.878,34.31,226.6,1460.0,87.15,40.79,5.803,11.55,0.508,8.329,124.481
icr033811,True,0.203,0.046,57.35527638,695.186,1.51,7612.32,4.227,49.84,466.5,2110.0,159.9,152.39,1.988,13.66,0.64,8.324,98.954
icr007850,True,0.04,0.95,1.6610264,558.1,0.1135,135.0,0.1916,214.5,117.1,72.26,16.72,20.55,57.42,10.59,2.365,4.613,17.80872348
icr007851,True,0.024,1.33,0.996306558,565.4,0.0354,42.61,0.1947,166.9,67.66,54.46,4.867,36.83,31.88,10.2,1.092,4.4910000000000005,17.96216485
icr007870,True,0.035,1.04,1.616884922,503.8,0.1181,81.21,0.11,228.1,129.8,92.07,11.38,27.13,28.01,9.502,2.309,4.766,8.121770523
icr007871,True,0.022,1.43,1.459334981,591.9,0.1411,29.26,0.111,263.5,121.4,104.4,2.77,32.14,11.26,8.062999999999999,1.027,4.914,44.05551021
icr008027,True,0.073,0.48,3.222105039,428.5,0.3349,252.5,0.3979,137.0,146.7,175.5,68.79,30.82,20.78,10.78,2.582,5.86,4.683254546000001
icr008028,True,0.038,0.86,1.654682876,480.4,0.1522,62.01,0.2673,151.0,86.66,119.9,23.69,30.38,8.972999999999997,9.83,1.731,5.441,14.71401845
icr023413,True,0.052000000000000005,0.1,6.663744372000001,1344.0,0.17,782.0,4.64,159.0,225.0,252.0,200.0,22.0,114.7,8.0,4.93,5.88,170.98
icr025136,True,0.024,0.05,6.705911205,446.0,0.11,1123.0,0.39,51.0,74.0,97.0,112.0,23.0,7.13,7.0,2.12,7.01,4.23
icr006086,True,0.08199999999999999,0.18,8.835561624,642.8,0.602,1161.0,1.338,125.7,204.0,289.4,148.0,26.93,15.29,10.76,3.463,7.0920000000000005,-0.295355656
icr006122,True,0.067,0.36,5.345854188000001,745.8,0.281,496.5,0.6692,89.03,135.7,275.8,76.33,54.5,7.957000000000002,9.404,3.526,6.646,5.732593242999999
icr006142,True,0.14400000000000002,0.36,10.16658591,485.1,0.8069,1501.0,1.0,146.5,296.4,220.0,91.13,19.63,34.39,17.53,3.228,6.731,-25.78279723
icr006143,True,0.117,0.45,7.67445761,486.8,0.5619,1042.0,1.196,121.0,251.8,202.8,64.35,33.22,23.06,17.88,1.707,7.024,-21.49023455
icr006179,True,0.11,0.45,10.28735795,685.7,0.6999,1035.0,1.535,138.1,281.7,516.0,104.5,29.31,11.39,10.35,4.0310000000000015,7.122000000000001,1.613042387
icr006180,True,0.104,0.36,11.35119245,634.0,0.6479,1159.0,1.33,150.4,281.1,570.3,87.33,28.53,13.56,10.65,4.276,6.912000000000001,3.601677479
icr006493,True,0.07200000000000001,0.45,7.007292289,1070.0,0.7579,804.5,1.694,83.66,339.6,239.0,87.07,32.44,2.905,12.95,1.365,6.0870000000000015,44.32566125
icr006530,True,0.095,0.18,7.089431538,1070.0,0.7889,707.3,2.823,66.74,630.5,220.1,138.8,27.92,4.157,10.05,1.571,7.225,23.05494146
icr006606,True,0.064,0.59,4.092504756,1157.0,0.4274,287.5,1.764,147.3,426.6,169.3,31.74,37.9,10.38,16.61,1.953,5.266,36.2855303
icr006607,True,0.064,1.94,3.2051309530000003,1261.0,0.5006,238.5,1.4480000000000002,89.31,329.4,121.5,11.22,38.19,4.237,37.49,1.7280000000000002,4.685,91.38820013
icr006685,True,0.063,0.54,6.814211061,1055.0,0.6919,626.7,1.865,90.69,419.1,295.4,119.6,38.53,3.609,9.718,2.253,6.38,22.30202658
icr006705,True,0.098,0.68,6.580137896,1308.0,0.5305,625.2,0.9912,117.4,464.2,257.6,89.46,31.74,4.3039999999999985,17.31,2.882,5.7570000000000014,83.99814631
icr007911,True,0.032,0.57,5.365574243,1297.0,0.2109,469.4,0.8815,137.4,243.9,268.0,34.87,41.38,4.581,9.063,1.153,5.537000000000001,67.00524534
icr007928,True,0.07400000000000001,0.28,12.79093686,786.8,0.6116,1709.0,0.2432,256.1,178.8,446.5,38.87,22.67,22.82,12.03,2.384,6.057,30.0401325
icr010576,True,0.297,0.75,13.12383917,1086.0,0.08,1621.0,1.32,120.0,81.0,467.0,112.0,219.0,1.8,9.0,2.04,6.24,40.75
icr015063,True,0.025,0.095,2.330263385,503.7,0.1979,318.4,0.69,107.7,32.13,68.46,149.4,20.77,3.135,5.4129999999999985,1.139,5.869,109.3005863
icr015064,True,0.011,0.19,1.583975809,558.1,0.0698,214.7,0.6677,97.44,13.1,50.28,103.7,14.13,1.443,4.168,1.004,5.363,29.15425464
icr015083,True,0.028,0.095,13.88482323,840.4,0.4993,1864.0,2.428,145.4,60.75,525.2,329.9,15.86,0.981,5.999,1.148,6.392,64.22925922
icr015084,True,0.016,0.285,15.92624383,952.2,0.3747,1911.0,1.245,122.9,23.38,754.0,270.9,18.41,0.073,3.535,0.728,6.602,68.64287498
icr015103,True,0.032,0.19,12.79903215,887.0,0.2679,1895.0,5.528,152.6,149.4,344.9,152.4,21.05,39.18,5.444,3.006,6.642,66.41262675
icr015104,True,0.013,0.095,11.94993095,1025.0,0.2925,1787.0,4.963,133.7,88.73,326.7,195.9,20.24,6.584,3.1180000000000003,1.597,6.697,85.19728198
icr015122,True,0.01,1.14,2.7592513160000003,1362.0,0.1233,333.8,1.485,70.29,31.7,109.8,84.8,23.4,1.939,8.255,1.392,5.39,83.34461588
icr015123,True,0.006,1.995,1.408827503,1387.0,0.0825,166.0,0.9694,71.45,30.2,51.57,46.43,17.34,2.9730000000000003,5.2029999999999985,0.807,5.301,43.07243362
icr015137,True,0.016,0.095,3.262117372,629.9,0.246,415.0,0.6847,102.2,39.76,119.5,179.5,22.5,4.098,4.777,1.791,5.978,88.36052671
icr015138,True,0.008,0.665,1.6811440359999998,799.1,0.147,182.3,0.6694,73.34,31.98,73.04,89.53,19.37,1.6740000000000002,3.5210000000000004,1.084,5.506,109.1889344
icr015157,True,0.021,0.095,6.337570967,676.4,0.3187,922.6,4.813,118.0,82.28,171.0,162.9,23.21,3.512,5.916,2.475,6.317,75.72181202
icr015158,True,0.013,0.19,4.061394676,771.4,0.2067,580.1,4.289,111.0,36.77,116.6,175.0,23.74,0.201,4.16,1.29,6.146,77.44944009999998
icr015177,True,0.013,0.19,3.1337850080000003,581.2,0.1427,446.3,1.371,161.4,37.07,87.93,130.1,18.58,2.87,5.702000000000001,0.925,6.192,26.17450846
icr015178,True,0.014,0.57,4.534324903,670.5,0.0557,596.9,1.3259999999999998,65.91,33.53,164.8,54.16,23.48,0.922,3.307,0.591,6.284,84.14633307
icr015199,True,0.049,0.095,19.35064759,933.6,0.7866,2733.0,5.425,107.8,152.9,626.5,329.0,26.89,2.289,7.178,3.911,6.559,106.4508279
icr015200,True,0.135,0.57,26.45145021,703.3,0.836,3646.0,3.78,132.8,137.3,942.4,136.4,18.83,2.696,8.895,1.787,6.556,109.1040876
icr015216,True,0.054000000000000006,0.285,1.370217138,322.2,0.0894,195.8,0.3637,59.83,25.8,32.03,37.44,13.92,5.527,4.535,0.762,5.45,5.658500833
icr015217,True,0.015,0.19,1.50532466,445.0,0.0198,223.6,0.5421,64.94,18.39,32.7,37.81,16.11,1.982,5.675,0.818,5.926,9.858133907000001
icr015236,True,0.044,0.095,2.188208461,370.2,0.1799,334.1,0.4274,54.49,20.89,48.05,69.9,15.45,2.903,3.141,0.604,6.066,6.123690632000001
icr015237,True,0.02,0.095,1.853344582,441.1,0.1617,270.1,0.6295,61.28,15.78,45.86,80.34,19.2,0.978,2.932,0.606,6.2479999999999976,14.68918554
icr015256,True,0.02,0.285,8.047330325,673.8,0.2851,1312.0,2.81,101.9,47.9,156.7,170.9,16.05,2.359,4.063,0.818,6.606,99.93520252
icr015275,True,0.042,0.095,3.260292849,501.5,0.1339,461.6,0.5249,73.2,72.93,85.13,55.51,14.31,4.819,4.175,0.737,6.296,20.0246995
icr015276,True,0.019,0.285,2.927849718,772.6,0.0246,384.6,0.8124,66.63,77.45,89.07,34.32,16.25,1.595,4.59,0.456,6.174,51.3088932
icr015295,True,0.02,0.19,5.288950107,893.2,0.1383,757.7,1.271,145.0,82.09,139.5,112.8,31.65,3.133,6.9460000000000015,0.921,5.9579999999999975,44.24123341
icr015296,True,0.012,0.19,1.952374892,541.9,0.0823,278.9,0.4618,59.89,31.44,52.16,40.54,10.67,0.693,2.262,0.439,5.877000000000002,78.39444470000002
icr015315,True,0.05,0.095,2.766058052,555.5,0.1791,325.7,0.685,68.48,94.75,100.5,106.3,14.87,1.521,4.527,0.57,6.598,68.26443505
icr015316,True,0.07200000000000001,0.19,3.396792268,320.4,0.1848,465.8,0.6655,75.67,67.03,100.2,79.98,15.7,9.278,5.3729999999999976,1.961,6.49,21.95688932
icr015335,True,0.197,0.19,35.34405324,533.4,1.666,5862.0,3.383,135.8,546.9,552.2,114.2,16.49,344.0,13.42,15.59,8.065,55.97182606
icr015352,True,0.038,0.095,2.689736974,488.6,0.1572,395.8,0.5398,73.29,31.79,68.37,105.8,14.81,5.513,4.754,1.209,6.046,11.68720958
icr015353,True,0.033,0.19,2.544598751,634.8,0.1066,368.7,0.6172,60.95,24.64,68.48,96.87,16.59,3.037,3.075,0.44,6.261,26.19118542
icr033910,True,0.022,0.192,3.745556802,314.8,0.096,490.87,0.34700000000000003,221.5,78.4,97.91,50.1,64.75,6.5920000000000005,6.422999999999999,0.953,5.841,18.564
icr033911,True,0.012,0.096,2.337338861,434.2,0.045,268.47,0.311,125.1,52.36,82.81,20.7,40.64,2.613,4.795,0.634,5.466,29.43
icr033930,True,0.022,0.096,2.845397822,345.8,0.042,372.37,0.745,204.0,53.98,72.67,29.49,56.33,6.5379999999999985,5.166,0.6990000000000001,5.459,23.342
icr033931,True,0.019,0.19,2.861796979,461.9,0.028,331.67,0.742,158.4,94.12,73.93,8.867,80.9,3.759,6.181,0.818,5.4270000000000005,45.31
icr033950,True,0.184,0.192,16.49277402,423.2,0.361,2681.87,1.414,212.2,148.3,306.41,102.1,39.52,16.1,8.115,1.575,7.838999999999999,54.508
icr033951,True,0.031,0.096,7.368297644,708.1,0.13,1027.87,1.305,152.3,129.5,208.71,61.36,39.76,6.61,6.626,0.994,6.39,73.362
icr033970,True,0.035,0.14400000000000002,5.130855263,445.0,0.08800000000000001,694.77,0.557,208.9,69.17,162.11,130.7,32.28,5.206,5.426,0.853,5.999,25.924
icr033971,True,0.006999999999999999,0.048,4.196607139,721.4,0.04,520.17,0.735,104.1,52.14,150.71,42.71,49.88,2.76,5.834,0.382,5.385,60.434
icr033990,True,0.026,0.192,3.489171236,407.6,0.05,505.17,0.802,248.3,64.09,70.04,34.31,50.73,7.862999999999999,5.625,0.579,5.351,27.885
icr033991,True,0.017,0.384,2.296429675,471.6,0.036000000000000004,325.37,0.5920000000000001,136.6,39.51,47.37,10.41,40.72,3.859,3.842,0.608,5.315,40.797
icr034010,True,0.02,0.096,4.298795499,280.0,0.081,633.07,0.414,89.16,81.25,96.01,118.8,30.4,6.744,4.4510000000000005,0.7090000000000001,6.5310000000000015,9.668
icr034011,True,0.008,0.192,3.024571936,323.7,0.093,396.07,0.358,62.08,47.92,89.31,79.7,42.22,2.608,2.783,0.335,6.367000000000001,8.142000000000001
icr034030,True,0.036000000000000004,0.096,4.691693736,458.5,0.123,648.77,0.857,222.9,50.61,138.51,105.1,39.95,5.207999999999998,5.569,0.51,5.489,21.221
icr034031,True,0.009000000000000001,0.28800000000000003,1.707868273,460.3,0.02,220.67,0.484,127.7,26.03,48.93,17.63,30.72,4.288,3.828,0.7659999999999999,5.13,33.321
icr034050,True,0.079,0.192,5.962907207000001,376.6,0.171,929.87,0.636,91.45,55.97,127.81,168.9,26.25,8.965,5.287000000000001,0.73,6.5939999999999985,4.354
icr034051,True,0.029,0.096,5.8201394460000015,484.8,0.14800000000000002,880.57,0.725,84.36,64.63,133.01,154.5,35.13,6.005,4.796,0.624,6.586,12.27
icr034070,True,0.036000000000000004,0.192,5.459029726,333.8,0.153,864.17,0.446,88.83,59.0,104.61,171.8,28.23,7.937,5.228,0.636,6.695,-2.009
icr034071,True,0.016,0.096,3.166830005,397.3,0.061,440.37,0.487,68.91,46.6,83.05,136.5,36.67,2.48,3.153,0.535,6.0939999999999985,11.526
icr034090,True,0.033,0.28800000000000003,4.05835483,300.8,0.09,622.77,0.471,65.52,43.29,87.61,113.5,25.24,10.03,4.379,0.573,6.269,-5.857
icr034091,True,0.023,0.096,3.460006264,336.8,0.065,508.77,0.478,67.45,42.89,81.71,107.8,30.17,5.529,4.254,0.444,6.15,-9.166
icr034130,True,0.038,0.192,4.591712294,308.7,0.15,690.97,0.514,165.0,44.47,109.51,139.3,27.16,6.436,4.751,0.647,6.36,-6.674
icr034131,True,0.012,0.192,2.858249442,354.1,0.051,386.37,0.464,102.4,31.77,85.47,106.3,31.92,2.939,3.341,0.466,5.086,-1.148
icr034150,True,0.028,0.192,4.89419566,331.1,0.107,789.07,0.502,85.84,46.04,88.51,119.8,22.91,7.145,4.222,0.531,6.485,-7.0420000000000025
icr034151,True,0.009000000000000001,0.192,2.446351067,310.8,0.046,356.77,0.298,55.6,29.21,53.11,53.05,34.24,2.65,3.567,1.306,6.2010000000000005,2.217
icr034170,True,0.025,0.048,4.50922839,298.1,0.118,703.17,0.34600000000000003,72.79,51.74,88.01,102.2,30.75,10.45,4.016,0.512,6.829,-5.979
icr034171,True,0.014,0.048,2.994172166,325.0,0.073,415.97,0.382,67.43,44.29,82.47,94.17,27.48,3.214,3.415,0.615,6.388,-9.982
icr034191,True,0.031,0.095,3.991301607,386.6,0.08800000000000001,541.17,0.523,98.19,61.36,121.91,155.4,27.83,6.533,5.602,0.8740000000000001,6.5379999999999985,-4.016
icr034210,True,0.049,0.14300000000000002,5.183038561,497.6,0.16899999999999998,690.97,0.529,80.08,91.56,164.01,107.4,31.87,8.974,7.349,0.49,6.627000000000002,0.7390000000000001
icr034211,True,0.02,0.14300000000000002,3.463205382,636.7,0.051,463.67,0.7559999999999999,73.17,38.62,109.01,118.9,33.39,4.0710000000000015,5.839,0.528,5.448,29.931
icr034262,True,0.087,0.192,6.30479825,562.641,0.218,879.4,0.914,126.1,113.233,173.333,187.0,42.71,20.66,5.482,0.968,6.096,23.467
icr034263,True,0.04,0.192,4.653207848,745.1410000000003,0.055,624.3,1.246,148.9,91.043,139.63299999999998,195.8,33.32,10.05,6.528,0.77,5.898,51.194
icr034282,True,0.066,0.096,4.0261162310000005,509.141,0.036000000000000004,587.6,0.971,78.01,67.273,98.833,146.4,22.83,10.78,4.669,1.058,6.237,16.781
icr034283,True,0.042,0.192,3.197654351,500.841,0.018000000000000002,471.4,0.772,82.49,29.79300000000001,84.103,153.9,15.96,5.162000000000001,3.548,0.399,6.285,20.639
icr034303,True,0.073,0.14400000000000002,3.5703922660000003,421.341,0.06,478.5,0.985,80.09,86.18299999999998,104.833,173.1,20.95,6.952000000000001,3.323,1.375,6.6229999999999976,14.793
icr034322,True,0.06,0.096,2.8769568389999995,357.041,0.055,381.0,0.863,70.21,74.663,84.65299999999998,125.1,18.72,3.806,3.224,0.713,6.2639999999999985,7.483
icr034323,True,0.04,0.096,2.551967777,622.841,0.076,292.5,1.168,87.86,51.653,97.733,165.5,34.42,1.944,4.589,0.483,5.441,42.524
icr034342,True,0.067,0.28800000000000003,4.440137442,540.441,0.075,618.9,0.782,102.2,74.273,125.733,151.6,26.81,9.47,5.002,1.094,6.4220000000000015,14.875
icr034343,True,0.018000000000000002,0.096,2.687783496,551.141,0.009000000000000001,323.0,0.691,103.6,51.803,103.033,146.9,20.42,3.534,3.302,0.477,6.37,26.591
icr034362,True,0.099,0.28800000000000003,7.85968223,508.841,0.234,1150.8,1.028,108.0,132.733,200.833,186.3,24.48,21.03,5.6720000000000015,1.264,6.53,17.402
icr034363,True,0.062,0.096,5.726563474,564.441,0.157,761.5,0.94,110.7,171.833,161.733,234.4,32.88,4.81,5.33,0.858,6.5920000000000005,42.735
icr034382,True,0.028,0.192,2.273621187,328.441,0.006999999999999999,310.8,0.282,67.02,36.12300000000001,66.973,55.61,16.96,8.772,2.928,0.277,5.9170000000000025,-0.41
icr034383,True,0.014,0.096,1.6383548330000002,391.441,-0.026,198.7,0.318,64.97,31.093000000000004,55.553,32.59,24.43,5.062,3.196,0.48,5.782,6.0
icr034402,True,0.069,0.096,3.28469988,579.741,0.009000000000000001,429.4,1.318,316.4,87.463,96.133,96.77,27.49,12.05,5.662000000000001,2.051,5.472,35.459
icr034403,True,0.02,0.192,2.051538152,484.941,-0.041,251.1,1.034,161.2,44.87300000000001,70.413,19.17,22.85,5.247999999999998,3.682,1.4780000000000002,5.339,30.224
icr034422,True,0.07400000000000001,0.096,2.678611179,445.141,0.049,305.3,0.8759999999999999,86.19,98.833,88.103,127.6,39.38,5.7860000000000005,5.222,0.564,5.903,12.848
icr034423,True,0.032,0.096,2.566069804,746.841,0.002,295.3,1.083,100.9,69.443,87.76299999999998,116.0,42.93,3.483,6.072,0.531,5.369,40.165
icr034441,True,0.076,0.192,3.986483809,574.641,0.057,557.5,1.25,93.71,79.143,107.533,212.1,24.81,5.159,4.796,0.62,5.992000000000001,28.553
icr034442,True,0.021,0.192,3.440795692,926.041,0.023,460.2,1.53,103.2,66.363,100.733,191.3,31.64,2.608,6.386,0.53,5.617000000000001,68.535
icr034461,True,0.095,0.28800000000000003,3.112916182,321.741,0.063,422.5,0.779,98.83,43.743,94.193,51.42,25.32,13.98,2.947,0.664,5.704,2.669
icr034462,True,0.033,0.096,2.24893014,359.3,0.081,283.07,0.7559999999999999,97.91,42.53,61.45,29.74,49.9,5.04,3.427,0.431,5.294,12.104
icr034481,True,0.025,0.192,2.214986089,451.2,0.069,285.07,0.963,86.87,37.64,49.76,106.1,64.89,3.241,4.6960000000000015,0.518,5.6610000000000005,18.854
icr034482,True,0.051,0.096,2.57389798,341.8,0.095,366.17,0.929,91.29,46.44,62.18,141.7,25.39,6.81,2.998,0.764,5.896,11.485
icr034501,True,0.06,0.14400000000000002,5.736562782999999,497.7,0.187,864.07,1.017,83.02,89.09,125.91,165.8,33.99,18.33,4.083,0.857,6.474,19.228
icr034502,True,0.038,0.048,4.756475531,545.4,0.133,678.47,0.958,94.63,94.37,118.71,162.9,32.59,10.26,4.231,0.8640000000000001,6.435,22.676
icr034521,True,0.015,0.096,5.390951625,543.1,0.068,730.97,0.755,74.57,50.99,169.71,54.74,46.72,0.6609999999999999,4.734,0.8079999999999999,5.614,87.831
icr034522,True,0.012,0.096,4.465131996,345.8,0.039,607.67,0.526,45.27,24.78,138.41,18.56,50.49,0.496,4.415,0.79,5.699,63.257
icr034541,True,0.039,0.14400000000000002,3.129082018,366.4,0.063,427.17,0.8590000000000001,160.4,41.69,85.71,20.5,41.0,11.29,3.4,0.501,5.5870000000000015,15.579
icr034542,True,0.015,0.096,2.145170063,357.9,0.041,277.47,0.752,120.2,30.33,59.82,9.14,42.75,5.956,2.713,0.459,5.549,21.803
icr034561,True,0.08900000000000001,0.095,3.599905135,335.2,0.097,510.87,1.0,67.58,73.21,83.46,100.3,38.77,16.39,4.395,1.252,6.127000000000002,11.361
icr034562,True,0.035,0.096,3.067103937,463.2,0.09,406.97,1.317,72.52,67.87,77.29,92.82,50.58,9.375,4.127,0.753,6.09,19.145
icr034613,True,0.159,1.392,3.778678817,961.241,0.194,546.5,1.114,194.7,57.423,97.033,23.59,22.4,5.562,13.287,1.041,4.69,74.528
icr034633,True,0.146,2.3040000000000003,2.7326501660000004,1221.94,0.134,316.8,0.698,249.2,60.583,108.633,8.844,22.06,5.431,18.507,0.7879999999999999,4.182,150.97799999999995
icr034634,True,0.07,0.768,1.764676471,1455.94,0.117,197.7,0.7,207.4,39.203,65.703,5.641,30.57,2.292,17.587,0.816,4.295,179.825
icr034653,True,0.16899999999999998,0.384,12.20000082,815.6410000000003,0.713,2093.8,1.105,115.0,50.26300000000001,182.733,66.2,21.22,23.63,9.357,3.477,7.442,39.155
icr034654,True,0.062,0.384,5.634524022000001,904.841,0.276,888.8,1.02,107.7,37.233,116.233,31.12,30.98,7.862999999999999,9.017,1.44,6.245,45.352
icr034673,True,0.139,0.8640000000000001,3.710690051,1033.94,0.156,502.4,1.215,165.0,40.523,119.733,23.46,24.27,4.593,12.037,0.895,4.732,72.542
icr034674,True,0.052000000000000005,0.96,3.060070311,1271.94,0.1,406.1,1.783,129.9,33.143,89.04299999999998,7.442,48.05,1.812,14.867,1.011,4.697,107.119
icr034693,True,0.258,0.76,3.95854668,674.441,0.101,593.6,0.7190000000000001,411.3,90.503,76.203,29.65,29.74,7.836,18.757,0.928,4.142,53.742
icr034713,True,0.092,0.618,4.100310425,1291.94,0.249,521.7,1.924,190.6,79.623,141.13299999999995,27.23,28.01,6.488,17.697,0.993,4.727,128.806
icr034714,True,0.038,1.92,2.267867673,1450.94,0.133,262.7,1.915,150.2,48.163,81.903,15.47,35.49,2.301,18.287,0.7509999999999999,4.574,184.116
icr034733,True,0.065,0.192,5.912339117999999,1099.94,0.293,930.8,0.945,159.2,37.993,128.833,18.78,22.18,9.023,9.487,1.052,5.526,61.203
